Code	D_code	ast	usedate	Valid	WHO	Code_w	d_code_w	Prim	Headline	Text	Tehty	ic9_cm	icd9_cm2	Text_2	SSKParentDgKods	SSKGrupa	Vai ieklaut	Teh pievienosana	Upper level idx	Laiks
Y58.8										Jauktas bakterialas vakcinas, neieklaujot saliktas ar gara klepus sastavdalu					Y58	Arstniecibas lidzekli, medikamenti un biologiskas vielas, kas izraisa nevelamu blakusiedarbi arstnieciskaja lietosana				
Y58.9										Citas un neprecizetas bakterialas vakcinas					Y58	Arstniecibas lidzekli, medikamenti un biologiskas vielas, kas izraisa nevelamu blakusiedarbi arstnieciskaja lietosana				
Y59										Citas un neprecizetas vakcinas un biologiskas vielas					NULL	Arstniecibas lidzekli, medikamenti un biologiskas vielas, kas izraisa nevelamu blakusiedarbi arstnieciskaja lietosana				
Y59.0										Virusu vakcinas					Y59	Arstniecibas lidzekli, medikamenti un biologiskas vielas, kas izraisa nevelamu blakusiedarbi arstnieciskaja lietosana				
Y59.1										Riketsiju vakcinas					Y59	Arstniecibas lidzekli, medikamenti un biologiskas vielas, kas izraisa nevelamu blakusiedarbi arstnieciskaja lietosana				
Y59.2										Protozoju vakcinas					Y59	Arstniecibas lidzekli, medikamenti un biologiskas vielas, kas izraisa nevelamu blakusiedarbi arstnieciskaja lietosana				
Y59.3										Imunglobulini					Y59	Arstniecibas lidzekli, medikamenti un biologiskas vielas, kas izraisa nevelamu blakusiedarbi arstnieciskaja lietosana				
Y59.8										Citas precizetas vakcinas un biologiskas vielas					Y59	Arstniecibas lidzekli, medikamenti un biologiskas vielas, kas izraisa nevelamu blakusiedarbi arstnieciskaja lietosana				
Y59.9										Vakcinas vai biologiskas vielas, neprecizetas					Y59	Arstniecibas lidzekli, medikamenti un biologiskas vielas, kas izraisa nevelamu blakusiedarbi arstnieciskaja lietosana				
Y60										Netiss grieziens, duriens, perforacija vai asinosana kirurgiskas vai mediciniskas aprupes laika					NULL	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.0										Kirurgiskas operacijas laika					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.1										Izdarot infuziju vai transfuziju					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.2										Hemodializes vai citas perfuzijas laika					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.3										Injekcijas vai vakcinesanas laika					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.4										Endoskopijas laika					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.5										Izdarot sirds kateterizaciju					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.6										Aspiracijas, punkcijas vai citas kateterizacijas laika					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.7										Izdarot klizmu					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.8										Citu kirurgisku un medicinisku manipulaciju laika					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y60.9										Neprecizetu kirurgisku un medicinisku manipulaciju laika					Y60	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61										Kirurgisku un medicinisku manipulaciju laika pacienta kermeni nejausi atstats sveskermenis					NULL	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.0										Kirurgiskas operacijas laika					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.1										Izdarot infuziju vai transfuziju					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.2										Hemodializes vai citas perfuzijas					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.3										Injekcijas vai vakcinesanas laika					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.4										Endoskopijas laika					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.5										Izdarot sirds kateterizaciju					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.6										Aspiracijas, punkcijas vai citas kateterizacijas laika					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.7										Katetra vai tampona iznemsanas laika					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.8										Citu kirurgisko un medicinisko manipulaciju laika					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y61.9										Neprecizetu kirurgisko un medicinisko manipulaciju laika					Y61	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62										Sterilitates neieverosana kirurgisku un medicinisku manipulaciju laika					NULL	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62.0										Kirurgiskas operacijas laika					Y62	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62.1										Infuzijas vai transfuzijas laika					Y62	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62.2										Hemodializes vai citas perfuzijas laika					Y62	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62.3										Infekcijas vai vakcinesanas laika					Y62	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62.4										Endoskopijas laika					Y62	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62.5										Sirds kateterizacijas laika					Y62	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62.6										Aspiracijas, punkcijas un citas kateterizacijas laika					Y62	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62.8										Citu kirurgisku un medicinisku manipulaciju laika					Y62	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y62.9										Neprecizetu kirurgisku un medicinisku manipulaciju laika					Y62	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63										Dozesanas kluda kirurgisku un medicinisku manipulaciju laika					NULL	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63.0										Parmerigs asinu vai cita skidruma daudzums, izdarot transfuziju vai infuziju					Y63	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63.1										Skidruma nepareiza atskaidisana infuzijas laika					Y63	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63.2										Pardozeta staru terapija					Y63	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63.3										Netisa slimnieka apstarosana medicinisko manipulaciju laika					Y63	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63.4										Kludaina dozesana elektrosoka vai insulina soka terapija					Y63	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63.5										Nepareiza temperatura lokalu aplikaciju vai tamponades laika					Y63	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63.6										Nepieciesamo arstniecibas lidzeklu, medikamentu vai biologisko vielu nelietosana					Y63	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63.8										Dozesanas kluda kirurgisku un medicinisku manipulaciju laika					Y63	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y63.9										Dozesanas kluda citu neprecizetu kirurgisku un medicinisku manipulaciju laika					Y63	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y64										Piesarnotas mediciniskas vai biologiskas vielas					NULL	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y64.0										Piesarnotas mediciniskas vai biologiskas vielas, kas lietojamas transfuzijai vai infuzijai					Y64	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y64.1										Piesarnotas mediciniskas vai biologiskas vielas,kas lietojamas injekcijai vai vakcinacijai					Y64	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y64.8										Piesarnotas mediciniskas vai biologiskas vielas,kas lietojamas cita veida					Y64	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y64.9										Piesarnotas mediciniskas vai biologiskas vielas,kas lietojamas neprecizeta veida					Y64	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y65										Citi nelaimes gadijumi kirurgisko un medicinisko manipulaciju laika					NULL	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y65.0										Neatbilstosas grupas asins parliesana					Y65	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y65.1										Nepareiza skidruma infuzija					Y65	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y65.2										Kluda, parsienot vai uzliekot kirurgisko suvi					Y65	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y65.3										Intubacijas caurules nepareiza ievadisana anestezijas laika					Y65	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y65.4										Neveiksme ievadot vai iznemot citu cauruli vai instrumentu					Y65	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y65.5										Nevajadziga operacija					Y65	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y65.8										Citas specifiskas neveiksmes kirurgisku un medicinisku darbibu laika					Y65	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y66										Kirurgiskas un mediciniskas manipulacijas izdarisana					NULL	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y69										Neprecizeti nelaimes gadijumi kirurgiskas un mediciniskas manipulacijas laika					NULL	Kaitejumi pacientiem arstnieciskas aprupes gaita				
Y70										Anestezijas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y70.0										Anestezijas ierices nevelama ietekme, diagnostikas ierices un monitori					Y70	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y70.1										Anestezijas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y70	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y70.2										Anestezijas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y70	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y70.3										Anestezijas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y70	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y70.8										Anestezijas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y70	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y71										Kardiovaskularas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y71.0										Kardiovaskularas ierices nevelama ietekme, diagnostikas ierices un monitori					Y71	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y71.1										Kardiovaskularas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y71	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y71.2										Kardiovaskularas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y71	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y71.3										Kardiovaskularas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y71	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y71.8										Kardiovaskularas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y71	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y72										Otorinolaringologijas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y72.0										Otorinolaringologijas ierices nevelama ietekme, diagnostikas ierices un monitori					Y72	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y72.1										Otorinolaringologijas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y72	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y72.2										Otorinolaringologijas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y72	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y72.3										Otorinolaringologijas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y72	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y72.8										Otorinolaringologijas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y72	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y73										Gastroenterologijas un urologijas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y73.0										Gastroenterologijas un urologijas ierices nevelama ietekme, diagnostikas ierices un monitori					Y73	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y73.1										Gastroenterologijas un urologijas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y73	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y73.2										Gastroenterologijas un urologijas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y73	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y73.3										Gastroenterologijas un urologijas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y73	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y73.8										Gastroenterologijas un urologijas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y73	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y74										Visparigas slimnicas un personigi lietojamas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y74.0										Visparigas slimnicas un personigi lietojamas ierices nevelama ietekme, diagnostikas ierices un monitori					Y74	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y74.1										Visparigas slimnicas un personigi lietojamas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y74	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y74.2										Visparigas slimnicas un personigi lietojamas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y74	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y74.3										Visparigas slimnicas un personigi lietojamas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y74	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y74.8										Visparigas slimnicas un personigi lietojamas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y74	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y75										Neirologijas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y75.0										Neirologijas ierices nevelama ietekme, diagnostikas ierices un monitori					Y75	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y75.1										Neirologijas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y75	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y75.2										Neirologijas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y75	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y75.3										Neirologijas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y75	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y75.8										Neirologijas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y75	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y76										Dzemdniecibas un ginekologijas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y76.0										Dzemdniecibas un ginekologijas ierices nevelama ietekme, diagnostikas ierices un monitori					Y76	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y76.1										Dzemdniecibas un ginekologijas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y76	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y76.2										Dzemdniecibas un ginekologijas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y76	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y76.3										Dzemdniecibas un ginekologijas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y76	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y76.8										Dzemdniecibas un ginekologijas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y76	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y77										Oftalmologijas iericess nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y77.0										Oftalmologijas iericess nevelama ietekme, diagnostikas ierices un monitori					Y77	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y77.1										Oftalmologijas iericess nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y77	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y77.2										Oftalmologijas iericess nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y77	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y77.3										Oftalmologijas iericess nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y77	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y77.8										Oftalmologijas iericess nevelama ietekme, dazadas citur neklasificetas ierices					Y77	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y78										Radiologijas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y78.0										Radiologijas ierices nevelama ietekme, diagnostikas ierices un monitori					Y78	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y78.1										Radiologijas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y78	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y78.2										Radiologijas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y78	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y78.3										Radiologijas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y78	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y78.8										Radiologijas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y78	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y79										Ortopedijas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y79.0										Ortopedijas ierices nevelama ietekme, diagnostikas ierices un monitori					Y79	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y79.1										Ortopedijas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y79	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y79.2										Ortopedijas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y79	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y79.3										Ortopedijas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y79	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y79.8										Ortopedijas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y79	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y80										Fizioterapijas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y80.0										Fizioterapijas ierices nevelama ietekme, diagnostikas ierices un monitori					Y80	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y80.1										Fizioterapijas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y80	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y80.2										Fizioterapijas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y80	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y80.3										Fizioterapijas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y80	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y80.8										Fizioterapijas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y80	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y81										Visparejas un plastiskas kirurgijas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y81.0										Visparejas un plastiskas kirurgijas ierices nevelama ietekme, diagnostikas ierices un monitori					Y81	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y81.1										Visparejas un plastiskas kirurgijas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y81	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y81.2										Visparejas un plastiskas kirurgijas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y81	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y81.3										Visparejas un plastiskas kirurgijas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y81	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y81.8										Visparejas un plastiskas kirurgijas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y81	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y82										Citas un neprecizetas mediciniskas ierices nevelama ietekme					NULL	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y82.0										Citas un neprecizetas mediciniskas ierices nevelama ietekme, diagnostikas ierices un monitori					Y82	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y82.1										Citas un neprecizetas mediciniskas ierices nevelama ietekme,  terapeitiskas (nekirurgiskas) un rehabilitacijas ierices					Y82	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y82.2										Citas un neprecizetas mediciniskas ierices nevelama ietekme, protezes un citi implanti, materiali un papildierices					Y82	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y82.3										Citas un neprecizetas mediciniskas ierices nevelama ietekme, kirurgiskie instrumenti, materiali un ierices (ieskaitot suves)					Y82	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y82.8										Citas un neprecizetas mediciniskas ierices nevelama ietekme, dazadas citur neklasificetas ierices					Y82	Nevelama arstniecisku un diagnostisku iericu ietekme				
Y83										Kirurgiskas operacijas un citas kirurgiskas manipulacijas ka pacienta anomalas reakcijas velaku komplikaciju celonis bez norades par neveiksmi manipulacijas laika					NULL	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y83.0										Kirurgiska operacija ar vesela organa parstadisanu					Y83	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y83.1										Kirurgiska operacija ar maksligas iekskigas ierices implantaciju					Y83	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y83.2										Kirurgiska operacija ar anastomozi, suntu vai audu parstadisanu					Y83	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y83.3										Kirurgiska operacija ar arejas stomas veidosanu					Y83	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y83.4										Cita rekonstruktiva manipulacija					Y83	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y83.5										Ekstremitates(su) amputacija					Y83	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y83.6										Cita organa amputacija (daleja) (pilniga)					Y83	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y83.8										Citas kirurgiskas proceduras					Y83	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y83.9										Kirurgiska procedura, neprecizeta					Y83	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84										Citas mediciniskas proceduras ka pacienta anomalas reakcijas vai velakas komplikacijas iemesls bez norades par neveiksmi manipulacijas laika					NULL	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.0										Sirds katetrizacija					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.1										Hemodialize					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.2										Radiologijas procedura vai radioterapija					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.3										Soka terapija					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.4										Skidruma atsuksana					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.5										Kunga vai duodenalas zondes ievadisana					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.6										Urina kateterizacija					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.7										Asins paraugu nemsana					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.8										Citas mediciniskas manipulacijas					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y84.9										Mediciniskas manipulacijas, neprecizetas					Y84	Kirurgiskas un citas mediciniskas manipulacijas ka pacienta anomalu reakciju vai velaku komplikaciju celonis bez norades par nelaimes gadijumu manipulacijas laika				
Y85										Transporta nelaimes gadijumu sekas					NULL	Areju slimibu un naves celonu sekas				
Y85.0										Motorizetu transportlidzeklu nelaimes gadijumu sekas					Y85	Areju slimibu un naves celonu sekas				
Y85.9										Citu un neprecizetu transportlidzeklu nelaimes gadijumu sekas					Y85	Areju slimibu un naves celonu sekas				
Y86										Citu nelaimes gadijumu sekas					NULL	Areju slimibu un naves celonu sekas				
Y87										Tisa paskaitejuma, uzbrukuma un nenosakama nodoma ricibas sekas					NULL	Areju slimibu un naves celonu sekas				
Y87.0										Tisa paskaitejuma sekas					Y87	Areju slimibu un naves celonu sekas				
Y87.1										Tisa uzbrukuma sekas					Y87	Areju slimibu un naves celonu sekas				
Y87.2										Nenosakama nodoma ricibas sekas					Y87	Areju slimibu un naves celonu sekas				
Y88										Kirurgisku un medicinisku manipulaciju ka areja celona sekas					NULL	Areju slimibu un naves celonu sekas				
Y88.0										Terapija lietotu arstniecibas lidzeklu, medikamentu un biologisko vielu nelabveligas iedarbes sekas					Y88	Areju slimibu un naves celonu sekas				
Y88.1										Neveiksmigu kirurgisku un medicinisku manipulaciju sekas pacientam					Y88	Areju slimibu un naves celonu sekas				
Y88.2										Klumigo gadijumu sekas, diagnostika un terapija lietojot mediciniskas ierices					Y88	Areju slimibu un naves celonu sekas				
Y88.3										Kirurgisku un medicinisku manipulaciju ka pacienta anomalas reakcijas celonu vai to velinu komplikaciju sekas bez norades par negadijuma manipulaciju laika					Y88	Areju slimibu un naves celonu sekas				
Y89										Citu arejo celonu sekas					NULL	Areju slimibu un naves celonu sekas				
Y89.0										Likuma sankcionetas darbibas sekas					Y89	Areju slimibu un naves celonu sekas				
Y89.1										Karadarbibas sekas					Y89	Areju slimibu un naves celonu sekas				
Y89.9										Neprecizetu arejo celonu sekas					Y89	Areju slimibu un naves celonu sekas				
Y90										Alkohola klatbutnes pieradisana, noteicot alkohola limeni asinis					NULL	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y90.0										Alkohola limenis asinis zem 20 mg/100 ml					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
Y90.1										Alkohola limenis asinis 20-39 mg/100 ml					Y90	Papildfaktori, kas attiecas uz citur klasificetiem slimibas un naves celoniem				
