KOD;TEXT;HÄNDELSE
Y1393;Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-ospec område-annan sysselsättning;0
Y1394;Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-ospec område-vitalaktivitet;0
Y1398;Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-ospec område-andra aktiviteter;0
Y1399;Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-ospec område-ospec aktiviteter;0
Y1400;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-bostad-idrott;0
Y1401;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-bostad-lek,fritid;0
Y1402;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-bostad-förvärvsarbete;0
Y1403;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-bostad-annan sysselsättning;0
Y1404;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-bostad-vitalaktivitet;0
Y1408;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-bostad-andra aktiviteter;0
Y1409;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-bostad-ospec aktiviteter;0
Y1410;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-institutionellt boende-idrott;0
Y1411;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-institutionellt boende-lek,fritid;0
Y1412;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-institutionellt boende-förvärvsarbete;0
Y1413;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-institutionellt boende-annan sysselsättning;0
Y1414;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-institutionellt boende-vitalaktivitet;0
Y1418;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-institutionellt boende-andra aktiviteter;0
Y1419;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-institutionellt boende-ospec aktiviteter;0
Y1420;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-skola, offentlig lokal-idrott;0
Y1421;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-skola, offentlig lokal-lek,fritid;0
Y1422;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-skola, offentlig lokal-förvärvsarbete;0
Y1423;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-skola, offentlig lokal-annan sysselsättning;0
Y1424;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-skola, offentlig lokal-vitalaktivitet;0
Y1428;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-skola, offentlig lokal-andra aktiviteter;0
Y1429;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter;0
Y1430;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-idrottsanläggning-idrott;0
Y1431;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-idrottsanläggning-lek,fritid;0
Y1432;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-idrottsanläggning-förvärvsarbete;0
Y1433;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-idrottsanläggning-annan sysselsättning;0
Y1434;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-idrottsanläggning-vitalaktivitet;0
Y1438;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-idrottsanläggning-andra aktiviteter;0
Y1439;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-idrottsanläggning-ospec aktiviteter;0
Y1440;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-gata-idrott;0
Y1441;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-gata-lek,fritid;0
Y1442;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-gata-förvärvsarbete;0
Y1443;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-gata-annan sysselsättning;0
Y1444;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-gata-vitalaktivitet;0
Y1448;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-gata-andra aktiviteter;0
Y1449;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-gata-ospec aktiviteter;0
Y1450;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-serviceområde-idrott;0
Y1451;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-serviceområde-lek,fritid;0
Y1452;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-serviceområde-förvärvsarbete;0
Y1453;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-serviceområde-annan sysselsättning;0
Y1454;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-serviceområde-vitalaktivitet;0
Y1458;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-serviceområde-andra aktiviteter;0
Y1459;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-serviceområde-ospec aktiviteter;0
Y1460;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-industriområde-idrott;0
Y1461;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-industriområde-lek,fritid;0
Y1462;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-industriområde-förvärvsarbete;0
Y1463;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-industriområde-annan sysselsättning;0
Y1464;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-industriområde-vitalaktivitet;0
Y1468;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-industriområde-andra aktiviteter;0
Y1469;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-industriområde-ospec aktiviteter;0
Y1470;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-lantbruksområde-idrott;0
Y1471;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-lantbruksområde-lek,fritid;0
Y1472;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-lantbruksområde-förvärvsarbete;0
Y1473;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-lantbruksområde-annan sysselsättning;0
Y1474;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-lantbruksområde-vitalaktivitet;0
Y1478;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-lantbruksområde-andra aktiviteter;0
Y1479;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-lantbruksområde-ospec aktiviteter;0
Y1480;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-andra områden-idrott;0
Y1481;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-andra områden-lek,fritid;0
Y1482;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-andra områden-förvärvsarbete;0
Y1483;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-andra områden-annan sysselsättning;0
Y1484;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-andra områden-vitalaktivitet;0
Y1488;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-andra områden-andra aktiviteter;0
Y1489;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-andra områden-ospec aktiviteter;0
Y1490;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-ospec område-idrott;0
Y1491;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-ospec område-lek,fritid;0
Y1492;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-ospec område-förvärvsarbete;0
Y1493;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-ospec område-annan sysselsättning;0
Y1494;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-ospec område-vitalaktivitet;0
Y1498;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-ospec område-andra aktiviteter;0
Y1499;Förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser, med oklar avsikt-ospec område-ospec aktiviteter;0
Y1500;Förgiftning med och exponering för alkoholer, med oklar avsikt-bostad-idrott;0
Y1501;Förgiftning med och exponering för alkoholer, med oklar avsikt-bostad-lek,fritid;0
Y1502;Förgiftning med och exponering för alkoholer, med oklar avsikt-bostad-förvärvsarbete;0
Y1503;Förgiftning med och exponering för alkoholer, med oklar avsikt-bostad-annan sysselsättning;0
Y1504;Förgiftning med och exponering för alkoholer, med oklar avsikt-bostad-vitalaktivitet;0
Y1508;Förgiftning med och exponering för alkoholer, med oklar avsikt-bostad-andra aktiviteter;0
Y1509;Förgiftning med och exponering för alkoholer, med oklar avsikt-bostad-ospec aktiviteter;0
Y1510;Förgiftning med och exponering för alkoholer, med oklar avsikt-institutionellt boende-idrott;0
Y1511;Förgiftning med och exponering för alkoholer, med oklar avsikt-institutionellt boende-lek,fritid;0
Y1512;Förgiftning med och exponering för alkoholer, med oklar avsikt-institutionellt boende-förvärvsarbete;0
Y1513;Förgiftning med och exponering för alkoholer, med oklar avsikt-institutionellt boende-annan sysselsättning;0
Y1514;Förgiftning med och exponering för alkoholer, med oklar avsikt-institutionellt boende-vitalaktivitet;0
Y1518;Förgiftning med och exponering för alkoholer, med oklar avsikt-institutionellt boende-andra aktiviteter;0
Y1519;Förgiftning med och exponering för alkoholer, med oklar avsikt-institutionellt boende-ospec aktiviteter;0
Y1520;Förgiftning med och exponering för alkoholer, med oklar avsikt-skola, offentlig lokal-idrott;0
Y1521;Förgiftning med och exponering för alkoholer, med oklar avsikt-skola, offentlig lokal-lek,fritid;0
Y1522;Förgiftning med och exponering för alkoholer, med oklar avsikt-skola, offentlig lokal-förvärvsarbete;0
Y1523;Förgiftning med och exponering för alkoholer, med oklar avsikt-skola, offentlig lokal-annan sysselsättning;0
Y1524;Förgiftning med och exponering för alkoholer, med oklar avsikt-skola, offentlig lokal-vitalaktivitet;0
Y1528;Förgiftning med och exponering för alkoholer, med oklar avsikt-skola, offentlig lokal-andra aktiviteter;0
Y1529;Förgiftning med och exponering för alkoholer, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter;0
Y1530;Förgiftning med och exponering för alkoholer, med oklar avsikt-idrottsanläggning-idrott;0
Y1531;Förgiftning med och exponering för alkoholer, med oklar avsikt-idrottsanläggning-lek,fritid;0
Y1532;Förgiftning med och exponering för alkoholer, med oklar avsikt-idrottsanläggning-förvärvsarbete;0
Y1533;Förgiftning med och exponering för alkoholer, med oklar avsikt-idrottsanläggning-annan sysselsättning;0
Y1534;Förgiftning med och exponering för alkoholer, med oklar avsikt-idrottsanläggning-vitalaktivitet;0
Y1538;Förgiftning med och exponering för alkoholer, med oklar avsikt-idrottsanläggning-andra aktiviteter;0
Y1539;Förgiftning med och exponering för alkoholer, med oklar avsikt-idrottsanläggning-ospec aktiviteter;0
Y1540;Förgiftning med och exponering för alkoholer, med oklar avsikt-gata-idrott;0
Y1541;Förgiftning med och exponering för alkoholer, med oklar avsikt-gata-lek,fritid;0
Y1542;Förgiftning med och exponering för alkoholer, med oklar avsikt-gata-förvärvsarbete;0
Y1543;Förgiftning med och exponering för alkoholer, med oklar avsikt-gata-annan sysselsättning;0
Y1544;Förgiftning med och exponering för alkoholer, med oklar avsikt-gata-vitalaktivitet;0
Y1548;Förgiftning med och exponering för alkoholer, med oklar avsikt-gata-andra aktiviteter;0
Y1549;Förgiftning med och exponering för alkoholer, med oklar avsikt-gata-ospec aktiviteter;0
Y1550;Förgiftning med och exponering för alkoholer, med oklar avsikt-serviceområde-idrott;0
Y1551;Förgiftning med och exponering för alkoholer, med oklar avsikt-serviceområde-lek,fritid;0
Y1552;Förgiftning med och exponering för alkoholer, med oklar avsikt-serviceområde-förvärvsarbete;0
Y1553;Förgiftning med och exponering för alkoholer, med oklar avsikt-serviceområde-annan sysselsättning;0
Y1554;Förgiftning med och exponering för alkoholer, med oklar avsikt-serviceområde-vitalaktivitet;0
Y1558;Förgiftning med och exponering för alkoholer, med oklar avsikt-serviceområde-andra aktiviteter;0
Y1559;Förgiftning med och exponering för alkoholer, med oklar avsikt-serviceområde-ospec aktiviteter;0
Y1560;Förgiftning med och exponering för alkoholer, med oklar avsikt-industriområde-idrott;0
Y1561;Förgiftning med och exponering för alkoholer, med oklar avsikt-industriområde-lek,fritid;0
Y1562;Förgiftning med och exponering för alkoholer, med oklar avsikt-industriområde-förvärvsarbete;0
Y1563;Förgiftning med och exponering för alkoholer, med oklar avsikt-industriområde-annan sysselsättning;0
Y1564;Förgiftning med och exponering för alkoholer, med oklar avsikt-industriområde-vitalaktivitet;0
Y1568;Förgiftning med och exponering för alkoholer, med oklar avsikt-industriområde-andra aktiviteter;0
Y1569;Förgiftning med och exponering för alkoholer, med oklar avsikt-industriområde-ospec aktiviteter;0
Y1570;Förgiftning med och exponering för alkoholer, med oklar avsikt-lantbruksområde-idrott;0
Y1571;Förgiftning med och exponering för alkoholer, med oklar avsikt-lantbruksområde-lek,fritid;0
Y1572;Förgiftning med och exponering för alkoholer, med oklar avsikt-lantbruksområde-förvärvsarbete;0
Y1573;Förgiftning med och exponering för alkoholer, med oklar avsikt-lantbruksområde-annan sysselsättning;0
Y1574;Förgiftning med och exponering för alkoholer, med oklar avsikt-lantbruksområde-vitalaktivitet;0
Y1578;Förgiftning med och exponering för alkoholer, med oklar avsikt-lantbruksområde-andra aktiviteter;0
Y1579;Förgiftning med och exponering för alkoholer, med oklar avsikt-lantbruksområde-ospec aktiviteter;0
Y1580;Förgiftning med och exponering för alkoholer, med oklar avsikt-andra områden-idrott;0
Y1581;Förgiftning med och exponering för alkoholer, med oklar avsikt-andra områden-lek,fritid;0
Y1582;Förgiftning med och exponering för alkoholer, med oklar avsikt-andra områden-förvärvsarbete;0
Y1583;Förgiftning med och exponering för alkoholer, med oklar avsikt-andra områden-annan sysselsättning;0
Y1584;Förgiftning med och exponering för alkoholer, med oklar avsikt-andra områden-vitalaktivitet;0
Y1588;Förgiftning med och exponering för alkoholer, med oklar avsikt-andra områden-andra aktiviteter;0
Y1589;Förgiftning med och exponering för alkoholer, med oklar avsikt-andra områden-ospec aktiviteter;0
Y1590;Förgiftning med och exponering för alkoholer, med oklar avsikt-ospec område-idrott;0
Y1591;Förgiftning med och exponering för alkoholer, med oklar avsikt-ospec område-lek,fritid;0
Y1592;Förgiftning med och exponering för alkoholer, med oklar avsikt-ospec område-förvärvsarbete;0
Y1593;Förgiftning med och exponering för alkoholer, med oklar avsikt-ospec område-annan sysselsättning;0
Y1594;Förgiftning med och exponering för alkoholer, med oklar avsikt-ospec område-vitalaktivitet;0
Y1598;Förgiftning med och exponering för alkoholer, med oklar avsikt-ospec område-andra aktiviteter;0
Y1599;Förgiftning med och exponering för alkoholer, med oklar avsikt-ospec område-ospec aktiviteter;0
Y1600;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-bostad-idrott;0
Y1601;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-bostad-lek,fritid;0
Y1602;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-bostad-förvärvsarbete;0
Y1603;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-bostad-annan sysselsättning;0
Y1604;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-bostad-vitalaktivitet;0
Y1608;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-bostad-andra aktiviteter;0
Y1609;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-bostad-ospec aktiviteter;0
Y1610;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-institutionellt boende-idrott;0
Y1611;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-institutionellt boende-lek,fritid;0
Y1612;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-institutionellt boende-förvärvsarbete;0
Y1613;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-institutionellt boende-annan sysselsättning;0
Y1614;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-institutionellt boende-vitalaktivitet;0
Y1618;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-institutionellt boende-andra aktiviteter;0
Y1619;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-institutionellt boende-ospec aktiviteter;0
Y1620;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-skola, offentlig lokal-idrott;0
Y1621;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-skola, offentlig lokal-lek,fritid;0
Y1622;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-skola, offentlig lokal-förvärvsarbete;0
Y1623;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-skola, offentlig lokal-annan sysselsättning;0
Y1624;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-skola, offentlig lokal-vitalaktivitet;0
Y1628;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-skola, offentlig lokal-andra aktiviteter;0
Y1629;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter;0
Y1630;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-idrottsanläggning-idrott;0
Y1631;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-idrottsanläggning-lek,fritid;0
Y1632;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-idrottsanläggning-förvärvsarbete;0
Y1633;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-idrottsanläggning-annan sysselsättning;0
Y1634;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-idrottsanläggning-vitalaktivitet;0
Y1638;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-idrottsanläggning-andra aktiviteter;0
Y1639;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-idrottsanläggning-ospec aktiviteter;0
Y1640;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-gata-idrott;0
Y1641;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-gata-lek,fritid;0
Y1642;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-gata-förvärvsarbete;0
Y1643;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-gata-annan sysselsättning;0
Y1644;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-gata-vitalaktivitet;0
Y1648;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-gata-andra aktiviteter;0
Y1649;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-gata-ospec aktiviteter;0
Y1650;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-serviceområde-idrott;0
Y1651;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-serviceområde-lek,fritid;0
Y1652;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-serviceområde-förvärvsarbete;0
Y1653;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-serviceområde-annan sysselsättning;0
Y1654;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-serviceområde-vitalaktivitet;0
Y1658;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-serviceområde-andra aktiviteter;0
Y1659;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-serviceområde-ospec aktiviteter;0
Y1660;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-industriområde-idrott;0
Y1661;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-industriområde-lek,fritid;0
Y1662;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-industriområde-förvärvsarbete;0
Y1663;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-industriområde-annan sysselsättning;0
Y1664;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-industriområde-vitalaktivitet;0
Y1668;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-industriområde-andra aktiviteter;0
Y1669;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-industriområde-ospec aktiviteter;0
Y1670;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-lantbruksområde-idrott;0
Y1671;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-lantbruksområde-lek,fritid;0
Y1672;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-lantbruksområde-förvärvsarbete;0
Y1673;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-lantbruksområde-annan sysselsättning;0
Y1674;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-lantbruksområde-vitalaktivitet;0
Y1678;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-lantbruksområde-andra aktiviteter;0
Y1679;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-lantbruksområde-ospec aktiviteter;0
Y1680;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-andra områden-idrott;0
Y1681;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-andra områden-lek,fritid;0
Y1682;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-andra områden-förvärvsarbete;0
Y1683;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-andra områden-annan sysselsättning;0
Y1684;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-andra områden-vitalaktivitet;0
Y1688;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-andra områden-andra aktiviteter;0
Y1689;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-andra områden-ospec aktiviteter;0
Y1690;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-ospec område-idrott;0
Y1691;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-ospec område-lek,fritid;0
Y1692;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-ospec område-förvärvsarbete;0
Y1693;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-ospec område-annan sysselsättning;0
Y1694;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-ospec område-vitalaktivitet;0
Y1698;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-ospec område-andra aktiviteter;0
Y1699;Förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor, med oklar avsikt-ospec område-ospec aktiviteter;0
Y1700;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-bostad-idrott;0
Y1701;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-bostad-lek,fritid;0
Y1702;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-bostad-förvärvsarbete;0
Y1703;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-bostad-annan sysselsättning;0
Y1704;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-bostad-vitalaktivitet;0
Y1708;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-bostad-andra aktiviteter;0
Y1709;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-bostad-ospec aktiviteter;0
Y1710;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-institutionellt boende-idrott;0
Y1711;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-institutionellt boende-lek,fritid;0
Y1712;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-institutionellt boende-förvärvsarbete;0
Y1713;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-institutionellt boende-annan sysselsättning;0
Y1714;Förgiftning med och exponering för andra gaser och ångor, med oklar avsikt-institutionellt boende-vitalaktivitet;0
