kóði;enskt heiti;;staða
Y15.0;Poisoning by and exposure to alcohol, undetermined intent - home;;1
Y15.1;Poisoning by and exposure to alcohol, undetermined intent - residential institution;;1
Y15.2;Poisoning by and exposure to alcohol, undetermined intent - school, other institution and public administrative area;;1
Y15.3;Poisoning by and exposure to alcohol, undetermined intent - sports and athletic area;;1
Y15.4;Poisoning by and exposure to alcohol, undetermined intent - street and highway;;1
Y15.5;Poisoning by and exposure to alcohol, undetermined intent - trade and service area;;1
Y15.6;Poisoning by and exposure to alcohol, undetermined intent - industrial and construction area;;1
Y15.7;Poisoning by and exposure to alcohol, undetermined intent - farm;;1
Y15.8;Poisoning by and exposure to alcohol, undetermined intent - other specified places;;1
Y15.9;Poisoning by and exposure to alcohol, undetermined intent - unspecified place;;1
Y16.0;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - home;;1
Y16.1;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - residential institution;;1
Y16.2;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - school, other institution and public administrative area;;1
Y16.3;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - sports and athletic area;;1
Y16.4;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - street and highway;;1
Y16.5;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - trade and service area;;1
Y16.6;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - industrial and construction area;;1
Y16.7;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - farm;;1
Y16.8;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - other specified places;;1
Y16.9;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent - unspecified place;;1
Y17.0;Poisoning by and exposure to other gases and vapours, undetermined intent - home;;1
Y17.1;Poisoning by and exposure to other gases and vapours, undetermined intent - residential institution;;1
Y17.2;Poisoning by and exposure to other gases and vapours, undetermined intent - school, other institution and public administrative area;;1
Y17.3;Poisoning by and exposure to other gases and vapours, undetermined intent - sports and athletic area;;1
Y17.4;Poisoning by and exposure to other gases and vapours, undetermined intent - street and highway;;1
Y17.5;Poisoning by and exposure to other gases and vapours, undetermined intent - trade and service area;;1
Y17.6;Poisoning by and exposure to other gases and vapours, undetermined intent - industrial and construction area;;1
Y17.7;Poisoning by and exposure to other gases and vapours, undetermined intent - farm;;1
Y17.8;Poisoning by and exposure to other gases and vapours, undetermined intent - other specified places;;1
Y17.9;Poisoning by and exposure to other gases and vapours, undetermined intent - unspecified place;;1
Y18.0;Poisoning by and exposure to pesticides, undetermined intent - home;;1
Y18.1;Poisoning by and exposure to pesticides, undetermined intent - residential institution;;1
Y18.2;Poisoning by and exposure to pesticides, undetermined intent - school, other institution and public administrative area;;1
Y18.3;Poisoning by and exposure to pesticides, undetermined intent - sports and athletic area;;1
Y18.4;Poisoning by and exposure to pesticides, undetermined intent - street and highway;;1
Y18.5;Poisoning by and exposure to pesticides, undetermined intent - trade and service area;;1
Y18.6;Poisoning by and exposure to pesticides, undetermined intent - industrial and construction area;;1
Y18.7;Poisoning by and exposure to pesticides, undetermined intent - farm;;1
Y18.8;Poisoning by and exposure to pesticides, undetermined intent - other specified places;;1
Y18.9;Poisoning by and exposure to pesticides, undetermined intent - unspecified place;;1
Y19.0;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - home;;1
Y19.1;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - residential institution;;1
Y19.2;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - school, other institution and public administrative area;;1
Y19.3;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - sports and athletic area;;1
Y19.4;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - street and highway;;1
Y19.5;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - trade and service area;;1
Y19.6;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - industrial and construction area;;1
Y19.7;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - farm;;1
Y19.8;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - other specified places;;1
Y19.9;Poisoning by and exposure to other and unspecified chemical and noxious substances, undetermined intent - unspecified place;;1
Y20.0;Hanging, strangulation and suffocation, undetermined intent - home;;1
Y20.1;Hanging, strangulation and suffocation, undetermined intent - residential institution;;1
Y20.2;Hanging, strangulation and suffocation, undetermined intent - school, other institution and public administrative area;;1
Y20.3;Hanging, strangulation and suffocation, undetermined intent - sports and athletic area;;1
Y20.4;Hanging, strangulation and suffocation, undetermined intent - street and highway;;1
Y20.5;Hanging, strangulation and suffocation, undetermined intent - trade and service area;;1
Y20.6;Hanging, strangulation and suffocation, undetermined intent - industrial and construction area;;1
Y20.7;Hanging, strangulation and suffocation, undetermined intent - farm;;1
Y20.8;Hanging, strangulation and suffocation, undetermined intent - other specified places;;1
Y20.9;Hanging, strangulation and suffocation, undetermined intent - unspecified place;;1
Y21.0;Drowning and submersion, undetermined intent - home;;1
Y21.1;Drowning and submersion, undetermined intent - residential institution;;1
Y21.2;Drowning and submersion, undetermined intent - school, other institution and public administrative area;;1
Y21.3;Drowning and submersion, undetermined intent - sports and athletic area;;1
Y21.4;Drowning and submersion, undetermined intent - street and highway;;1
Y21.5;Drowning and submersion, undetermined intent - trade and service area;;1
Y21.6;Drowning and submersion, undetermined intent - industrial and construction area;;1
Y21.7;Drowning and submersion, undetermined intent - farm;;1
Y21.8;Drowning and submersion, undetermined intent - other specified places;;1
Y21.9;Drowning and submersion, undetermined intent - unspecified place;;1
Y22.0;Handgun discharge, undetermined intent - home;;1
Y22.1;Handgun discharge, undetermined intent - residential institution;;1
Y22.2;Handgun discharge, undetermined intent - school, other institution and public administrative area;;1
Y22.3;Handgun discharge, undetermined intent - sports and athletic area;;1
Y22.4;Handgun discharge, undetermined intent - street and highway;;1
Y22.5;Handgun discharge, undetermined intent - trade and service area;;1
Y22.6;Handgun discharge, undetermined intent - industrial and construction area;;1
Y22.7;Handgun discharge, undetermined intent - farm;;1
Y22.8;Handgun discharge, undetermined intent - other specified places;;1
Y22.9;Handgun discharge, undetermined intent - unspecified place;;1
Y23.0;Rifle, shotgun and larger firearm discharge, undetermined intent - home;;1
Y23.1;Rifle, shotgun and larger firearm discharge, undetermined intent - residential institution;;1
Y23.2;Rifle, shotgun and larger firearm discharge, undetermined intent - school, other institution and public administrative area;;1
Y23.3;Rifle, shotgun and larger firearm discharge, undetermined intent - sports and athletic area;;1
Y23.4;Rifle, shotgun and larger firearm discharge, undetermined intent - street and highway;;1
Y23.5;Rifle, shotgun and larger firearm discharge, undetermined intent - trade and service area;;1
Y23.6;Rifle, shotgun and larger firearm discharge, undetermined intent - industrial and construction area;;1
Y23.7;Rifle, shotgun and larger firearm discharge, undetermined intent - farm;;1
Y23.8;Rifle, shotgun and larger firearm discharge, undetermined intent - other specified places;;1
Y23.9;Rifle, shotgun and larger firearm discharge, undetermined intent - unspecified place;;1
Y24.0;Other and unspecified firearm discharge, undetermined intent - home;;1
Y24.1;Other and unspecified firearm discharge, undetermined intent - residential institution;;1
Y24.2;Other and unspecified firearm discharge, undetermined intent - school, other institution and public administrative area;;1
Y24.3;Other and unspecified firearm discharge, undetermined intent - sports and athletic area;;1
Y24.4;Other and unspecified firearm discharge, undetermined intent - street and highway;;1
Y24.5;Other and unspecified firearm discharge, undetermined intent - trade and service area;;1
Y24.6;Other and unspecified firearm discharge, undetermined intent - industrial and construction area;;1
Y24.7;Other and unspecified firearm discharge, undetermined intent - farm;;1
Y24.8;Other and unspecified firearm discharge, undetermined intent - other specified places;;1
Y24.9;Other and unspecified firearm discharge, undetermined intent - unspecified place;;1
Y25.0;Contact with explosive material, undetermined intent - home;;1
Y25.1;Contact with explosive material, undetermined intent - residential institution;;1
Y25.2;Contact with explosive material, undetermined intent - school, other institution and public administrative area;;1
Y25.3;Contact with explosive material, undetermined intent - sports and athletic area;;1
Y25.4;Contact with explosive material, undetermined intent - street and highway;;1
Y25.5;Contact with explosive material, undetermined intent - trade and service area;;1
Y25.6;Contact with explosive material, undetermined intent - industrial and construction area;;1
Y25.7;Contact with explosive material, undetermined intent - farm;;1
Y25.8;Contact with explosive material, undetermined intent - other specified places;;1
Y25.9;Contact with explosive material, undetermined intent - unspecified place;;1
Y26.0;Exposure to smoke, fire and flames, undetermined intent - home;;1
Y26.1;Exposure to smoke, fire and flames, undetermined intent - residential institution;;1
Y26.2;Exposure to smoke, fire and flames, undetermined intent - school, other institution and public administrative area;;1
Y26.3;Exposure to smoke, fire and flames, undetermined intent - sports and athletic area;;1
Y26.4;Exposure to smoke, fire and flames, undetermined intent - street and highway;;1
Y26.5;Exposure to smoke, fire and flames, undetermined intent - trade and service area;;1
Y26.6;Exposure to smoke, fire and flames, undetermined intent - industrial and construction area;;1
Y26.7;Exposure to smoke, fire and flames, undetermined intent - farm;;1
Y26.8;Exposure to smoke, fire and flames, undetermined intent - other specified places;;1
Y26.9;Exposure to smoke, fire and flames, undetermined intent - unspecified place;;1
Y27.0;Contact with steam, hot vapours and hot objects, undetermined intent - home;;1
Y27.1;Contact with steam, hot vapours and hot objects, undetermined intent - residential institution;;1
Y27.2;Contact with steam, hot vapours and hot objects, undetermined intent - school, other institution and public administrative area;;1
Y27.3;Contact with steam, hot vapours and hot objects, undetermined intent - sports and athletic area;;1
Y27.4;Contact with steam, hot vapours and hot objects, undetermined intent - street and highway;;1
Y27.5;Contact with steam, hot vapours and hot objects, undetermined intent - trade and service area;;1
Y27.6;Contact with steam, hot vapours and hot objects, undetermined intent - industrial and construction area;;1
Y27.7;Contact with steam, hot vapours and hot objects, undetermined intent - farm;;1
Y27.8;Contact with steam, hot vapours and hot objects, undetermined intent - other specified places;;1
Y27.9;Contact with steam, hot vapours and hot objects, undetermined intent - unspecified place;;1
Y28.0;Contact with sharp object, undetermined intent - home;;1
Y28.1;Contact with sharp object, undetermined intent - residential institution;;1
Y28.2;Contact with sharp object, undetermined intent - school, other institution and public administrative area;;1
Y28.3;Contact with sharp object, undetermined intent - sports and athletic area;;1
Y28.4;Contact with sharp object, undetermined intent - street and highway;;1
Y28.5;Contact with sharp object, undetermined intent - trade and service area;;1
Y28.6;Contact with sharp object, undetermined intent - industrial and construction area;;1
Y28.7;Contact with sharp object, undetermined intent - farm;;1
Y28.8;Contact with sharp object, undetermined intent - other specified places;;1
Y28.9;Contact with sharp object, undetermined intent - unspecified place;;1
Y29.0;Contact with blunt object, undetermined intent - home;;1
Y29.1;Contact with blunt object, undetermined intent - residential institution;;1
Y29.2;Contact with blunt object, undetermined intent - school, other institution and public administrative area;;1
Y29.3;Contact with blunt object, undetermined intent - sports and athletic area;;1
Y29.4;Contact with blunt object, undetermined intent - street and highway;;1
Y29.5;Contact with blunt object, undetermined intent - trade and service area;;1
Y29.6;Contact with blunt object, undetermined intent - industrial and construction area;;1
Y29.7;Contact with blunt object, undetermined intent - farm;;1
Y29.8;Contact with blunt object, undetermined intent - other specified places;;1
Y29.9;Contact with blunt object, undetermined intent - unspecified place;;1
Y30.0;Falling, jumping or pushed from a high place, undetermined intent - home;;1
Y30.1;Falling, jumping or pushed from a high place, undetermined intent - residential institution;;1
Y30.2;Falling, jumping or pushed from a high place, undetermined intent - school, other institution and public administrative area;;1
Y30.3;Falling, jumping or pushed from a high place, undetermined intent - sports and athletic area;;1
Y30.4;Falling, jumping or pushed from a high place, undetermined intent - street and highway;;1
Y30.5;Falling, jumping or pushed from a high place, undetermined intent - trade and service area;;1
Y30.6;Falling, jumping or pushed from a high place, undetermined intent - industrial and construction area;;1
Y30.7;Falling, jumping or pushed from a high place, undetermined intent - farm;;1
Y30.8;Falling, jumping or pushed from a high place, undetermined intent - other specified places;;1
Y30.9;Falling, jumping or pushed from a high place, undetermined intent - unspecified place;;1
Y31.0;Falling, lying or running before or into moving object, undetermined intent - home;;1
Y31.1;Falling, lying or running before or into moving object, undetermined intent - residential institution;;1
Y31.2;Falling, lying or running before or into moving object, undetermined intent - school, other institution and public administrative area;;1
Y31.3;Falling, lying or running before or into moving object, undetermined intent - sports and athletic area;;1
Y31.4;Falling, lying or running before or into moving object, undetermined intent - street and highway;;1
Y31.5;Falling, lying or running before or into moving object, undetermined intent - trade and service area;;1
Y31.6;Falling, lying or running before or into moving object, undetermined intent - industrial and construction area;;1
Y31.7;Falling, lying or running before or into moving object, undetermined intent - farm;;1
Y31.8;Falling, lying or running before or into moving object, undetermined intent - other specified places;;1
Y31.9;Falling, lying or running before or into moving object, undetermined intent - unspecified place;;1
Y32.0;Crashing of motor vehicle, undetermined intent - home;;1
Y32.1;Crashing of motor vehicle, undetermined intent - residential institution;;1
Y32.2;Crashing of motor vehicle, undetermined intent - school, other institution and public administrative area;;1
Y32.3;Crashing of motor vehicle, undetermined intent - sports and athletic area;;1
Y32.4;Crashing of motor vehicle, undetermined intent - street and highway;;1
Y32.5;Crashing of motor vehicle, undetermined intent - trade and service area;;1
Y32.6;Crashing of motor vehicle, undetermined intent - industrial and construction area;;1
Y32.7;Crashing of motor vehicle, undetermined intent - farm;;1
Y32.8;Crashing of motor vehicle, undetermined intent - other specified places;;1
Y32.9;Crashing of motor vehicle, undetermined intent - unspecified place;;1
Y33.0;Other specified events, undetermined intent - home;;1
Y33.1;Other specified events, undetermined intent - residential institution;;1
Y33.2;Other specified events, undetermined intent - school, other institution and public administrative area;;1
Y33.3;Other specified events, undetermined intent - sports and athletic area;;1
Y33.4;Other specified events, undetermined intent - street and highway;;1
Y33.5;Other specified events, undetermined intent - trade and service area;;1
Y33.6;Other specified events, undetermined intent - industrial and construction area;;1
Y33.7;Other specified events, undetermined intent - farm;;1
Y33.8;Other specified events, undetermined intent - other specified places;;1
Y33.9;Other specified events, undetermined intent - unspecified place;;1
Y34.0;Unspecified event, undetermined intent - home;;1
Y34.1;Unspecified event, undetermined intent - residential institution;;1
Y34.2;Unspecified event, undetermined intent - school, other institution and public administrative area;;1
Y34.3;Unspecified event, undetermined intent - sports and athletic area;;1
Y34.4;Unspecified event, undetermined intent - street and highway;;1
Y34.5;Unspecified event, undetermined intent - trade and service area;;1
Y34.6;Unspecified event, undetermined intent - industrial and construction area;;1
Y34.7;Unspecified event, undetermined intent - farm;;1
Y34.8;Unspecified event, undetermined intent - other specified places;;1
Y34.9;Unspecified event, undetermined intent - unspecified place;;1
Y35.0;Legal intervention involving firearm discharge;;1
Y35.1;Legal intervention involving explosives;;1
Y35.2;Legal intervention involving gas;;1
Y35.3;Legal intervention involving blunt objects;;1
Y35.4;Legal intervention involving sharp objects;;1
Y35.5;Legal execution;;1
Y35.6;Legal intervention involving other specified means;;1
Y35.7;Legal intervention, means unspecified;;1
Y36.0;War operations involving explosion of marine weapons;;1
Y36.1;War operations involving destruction of aircraft;;1
Y36.2;War operations involving other explosions and fragments;;1
Y36.3;War operations involving fires, conflagrations and hot substances;;1
Y36.4;War operations involving firearm discharge and other forms of conventional warfare;;1
Y36.5;War operations involving nuclear weapons;;1
Y36.6;War operations involving biological weapons;;1
Y36.7;War operations involving chemical weapons and other forms of unconventional warfare;;1
Y36.8;War operations occurring after cessation of hostilities;;1
Y36.9;War operations, unspecified;;1
Y40.0;Complication of medical care with penicillin allergy or adverse reaction;;1
Y40.1;Complication of medical care with cefalosporins and other ß-lactam antibiotics;;1
Y40.2;Complication of medical care with chloramphenicol group;;1
Y40.3;Complication of medical care with macrolides;;1
Y40.4;Complication of medical care with tetracyclines;;1
Y40.5;Complication of medical care with aminoglycosides;;1
Y40.6;Complication of medical care with rifamycins;;1
Y40.7;Complication of medical care with antifungal antibiotics, systemically used;;1
Y40.8;Complication of medical care with other systemic antibiotics;;1
Y40.9;Complication of medical care with systemic antibiotic, unspecified;;1
Y41.0;Complication of medical care with sulfonamides;;1
Y41.1;Complication of medical care with antimycobacterial drugs;;1
Y41.2;Complication of medical care with antimalarials and drugs acting on other blood protozoa;;1
Y41.3;Complication of medical care with other antiprotozoal drugs;;1
Y41.4;Complication of medical care with anthelminthics;;1
Y41.5;Complication of medical care with antiviral drugs;;1
Y41.8;Complication of medical care with other specified systemic anti-infectives and antiparasitics;;1
Y41.9;Systemic anti-infective and antiparasitic, unspecified;;1
Y42.0;Complication of medical care with glucocorticoids and synthetic analogues;;1
Y42.1;Complication of medical care with thyroid hormones and substitutes;;1
Y42.2;Complication of medical care with antithyroid drugs;;1
Y42.3;Complication of medical care with insulin and oral hypoglycaemic [ antidiabetic ] drugs;;1
Y42.4;Complication of medical care with oral contraceptives;;1
Y42.5;Complication of medical care with other estrogens and progestogens;;1
Y42.6;Complication of medical care with antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified;;1
Y42.7;Androgens and anabolic congeners;;1
Y42.8;Other and unspecified hormones and their synthetic substitutes;;1
Y42.9;Other and unspecified hormone antagonists;;1
Y43.0;Complication of medical care with antiallergic and antiemetic drugs;;1
Y43.1;Complication of medical care with antineoplastic antimetabolites;;1
Y43.2;Complication of medical care with antineoplastic natural products;;1
Y43.3;Complication of medical care with other antineoplastic drugs;;1
Y43.4;Complication of medical care with immunosuppressive agents;;1
Y43.5;Complication of medical care with acidifying and alkalizing agents;;1
Y43.6;Complication of medical care with enzymes, not elsewhere classified;;1
Y43.8;Complication of medical care with other primarily systemic agents, not elsewhere classified;;1
Y43.9;Complication of medical care with primarily systemic agent, unspecified;;1
Y44.0;Complication of medical care with iron preparations and other anti-hypochromic-anaemia preparations;;1
Y44.1;Complication of medical care with vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations;;1
Y44.2;Complication of medical care with anticoagulants;;1
Y44.3;Complication of medical care with anticoagulant antagonists, vitamin K and other coagulants;;1
Y44.4;Complication of medical care with antithrombotic drugs [platelet-aggregation inhibitors];;1
Y44.5;Complication of medical care with thrombolytic drugs;;1
Y44.6;Complication of medical care with natural blood and blood products;;1
Y44.7;Complication of medical care with plasma substitutes;;1
Y44.9;Complication of medical care with other and unspecified agents affecting blood constituents;;1
Y45.0;Complication of medical care with opioids and related analgesics;;1
Y45.1;Complication of medical care with salicylates;;1
Y45.2;Complication of medical care with propionic acid derivatives;;1
Y45.3;Complication of medical care with other nonsteroidal anti-inflammatory drugs [NSAID];;1
Y45.4;Complication of medical care with antirheumatics;;1
Y45.5;Complication of medical care with 4-Aminophenol derivatives;;1
Y45.8;Complication of medical care with other analgesics and antipyretics;;1
Y45.9;Complication of medical care with analgesic, antipyretic and anti-inflammatory drug, unspecified;;1
Y46.0;Complication of medical care with succinimides;;1
Y46.1;Complication of medical care with oxazolidinediones;;1
Y46.2;Complication of medical care with hydantoin derivatives;;1
Y46.3;Complication of medical care with deoxybarbiturates;;1
Y46.4;Complication of medical care with iminostilbenes;;1
Y46.5;Complication of medical care with valproic acid;;1
Y46.6;Complication of medical care with other and unspecified antiepileptics;;1
Y46.7;Complication of medical care with antiparkinsonism drugs;;1
Y46.8;Complication of medical care with antispasticity drugs;;1
Y47.0;Complication of medical care with barbiturates, not elsewhere classified;;1
Y47.1;Complication of medical care with benzodiazepines;;1
Y47.2;Complication of medical care with cloral derivatives;;1
Y47.3;Complication of medical care with paraldehyde;;1
Y47.4;Complication of medical care with bromine compounds;;1
Y47.5;Complication of medical care with mixed sedatives and hypnotics, not elsewhere classified;;1
Y47.8;Complication of medical care with other sedatives, hypnotics and antianxiety drugs;;1
Y47.9;Complication of medical care with sedative, hypnotic and antianxiety drug, unspecified;;1
Y48.0;Complication of medical care with inhaled anaesthetics;;1
Y48.1;Complication of medical care with parenteral anaesthetics;;1
Y48.2;Complication of medical care with other and unspecified general anaesthetics;;1
Y48.3;Complication of medical care with local anaesthetics;;1
Y48.4;Complication of medical care with anaesthetic, unspecified;;1
Y48.5;Complication of medical care with therapeutic gases;;1
Y49.0;Complication of medical care with tricyclic and tetracyclic antidepressants;;1
Y49.1;Complication of medical care with monoamine-oxidase-inhibitor antidepressants;;1
Y49.2;Complication of medical care with other and unspecified antidepressants;;1
Y49.3;Complication of medical care with phenothiazine antipsychotics and neuroleptics;;1
Y49.4;Butyrophenone and thioxanthene neuroleptics;;1
Y49.5;Complication of medical care with other antipsychotics and neuroleptics;;1
Y49.6;Complication of medical care with psychodysleptics [hallucinogens];;1
Y49.7;Complication of medical care with psychostimulants with abuse potential;;1
Y49.8;Complication of medical care with other psychotropic drugs, not elsewhere classified;;1
Y49.9;Complication of medical care with psychotropic drug, unspecified;;1
Y50.0;Complication of medical care with analeptics;;1
Y50.1;Complication of medical care with opioid receptor antagonists;;1
Y50.2;Complication of medical care with methylxanthines, not elsewhere classified;;1
Y50.8;Complication of medical care with other central nervous system stimulants;;1
Y50.9;Complication of medical care with central nervous system stimulant, unspecified;;1
Y51.0;Complication of medical care with anticholinesterase agents;;1
Y51.1;Complication of medical care with other parasympathomimetics [ cholinergics ];;1
Y51.2;Complication of medical care with ganglionic blocking drugs, not elsewhere classified;;1
Y51.3;Complication of medical care with other parasympatholytics [ anticholinergics and antimuscarinics ] and spasmolytics, not elsewhere classified;;1
Y51.4;Predominantly a-adrenoreceptor agonists, not elsewhere classified;;1
Y51.5;Predominantly ß-adrenoreceptor agonists, not elsewhere classified;;1
Y51.6;?-Adrenoreceptor antagonists, not elsewhere classified;;1
Y51.7;ß-Adrenoreceptor antagonists, not elsewhere classified;;1
Y51.8;Complication of medical care with centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified;;1
Y51.9;Complication of medical care with other and unspecified drugs primarily affecting the autonomic nervous system;;1
Y52.0;Complication of medical care with cardiac-stimulant glycosides and drugs of similar action;;1
Y52.1;Complication of medical care with calcium-channel blockers;;1
Y52.2;Complication of medical care with other antidysrhythmic drugs, not elsewhere classified;;1
Y52.3;Complication of medical care with coronary vasodilators, not elsewhere classified;;1
Y52.4;Complication of medical care with angiotensin-converting-enzyme inhibitors;;1
Y52.5;Complication of medical care with other antihypertensive drugs, not elsewhere classified;;1
Y52.6;Complication of medical care with antihyperlipidaemic and antiarteriosclerotic drugs;;1
Y52.7;Complication of medical care with peripheral vasodilators;;1
Y52.8;Complication of medical care with antivaricose drugs, including sclerosing agents;;1
Y52.9;Complication of medical care with other and unspecified agents primarily affecting the cardiovascular system;;1
Y53.0;Complication of medical care with aistamine H2-receptor antagonists;;1
Y53.1;Complication of medical care with other antacids and anti-gastric-secretion drugs;;1
Y53.2;Complication of medical care with stimulant laxatives;;1
Y53.3;Complication of medical care with saline and osmotic laxatives;;1
Y53.4;Complication of medical care with other laxatives;;1
Y53.5;Complication of medical care with digestants;;1
Y53.6;Complication of medical care with antidiarrhoeal drugs;;1
Y53.7;Complication of medical care with emetics;;1
Y53.8;Complication of medical care with other agents primarily affecting the gastrointestinal system;;1
Y53.9;Complication of medical care with agent primarily affecting the gastrointestinal system, unspecified;;1
Y54.0;Complication of medical care with mineralocorticoids;;1
Y54.1;Complication of medical care with mineralocorticoid antagonists [ aldosterone antagonists ];;1
Y54.2;Complication of medical care with carbonic-anhydrase inhibitors;;1
Y54.3;Complication of medical care with benzothiadiazine derivatives;;1
Y54.4;Complication of medical care with loop [high-ceiling] diuretics;;1
Y54.5;Complication of medical care with other diuretics;;1
Y54.6;Complication of medical care with electrolytic, caloric and water-balance agents;;1
Y54.7;Complication of medical care with agents affecting calcification;;1
Y54.8;Agents affecting uric acid metabolism;;1
Y54.9;Complication of medical care with mineral salts, not elsewhere classified;;1
Y55.0;Complication of medical care with oxytocic drugs;;1
Y55.1;Complication of medical care with skeletal muscle relaxants [ neuromuscular blocking agents ];;1
Y55.2;Complication of medical care with other and unspecified agents primarily acting on muscles;;1
Y55.3;Complication of medical care with antitussives;;1
Y55.4;Complication of medical care with expectorants;;1
Y55.5;Complication of medical care with anti-common-cold drugs;;1
Y55.6;Complication of medical care with antiasthmatics, not elsewhere classified;;1
Y55.7;Complication of medical care with other and unspecified agents primarily acting on the respiratory system;;1
Y56.0;Complication of medical care with local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified;;1
Y56.1;Complication of medical care with antipruritics;;1
Y56.2;Complication of medical care with local astringents and local detergents;;1
Y56.3;Complication of medical care with emollients, demulcents and protectants;;1
Y56.4;Complication of medical care with keratolytics, keratoplastics and other hair treatment drugs and preparations;;1
Y56.5;Complication of medical care with ophthalmological drugs and preparations;;1
Y56.6;Complication of medical care with otorhinolaryngological drugs and preparations;;1
Y56.7;Complication of medical care with dental drugs, topically applied;;1
Y56.8;Complication of medical care with other topical agents;;1
Y56.9;Complication of medical care with topical agent, unspecified;;1
Y57.0;Complication of medical care with appetite depressants [anorectics];;1
Y57.1;Complication of medical care with lipotropic drugs;;1
Y57.2;Complication of medical care with antidotes and chelating agents, not elsewhere classified;;1
Y57.3;Complication of medical care with alcohol deterrents;;1
Y57.4;Complication of medical care with pharmaceutical excipients;;1
Y57.5;Complication of medical care with X-ray contrast media;;1
Y57.6;Complication of medical care with other diagnostic agents;;1
Y57.7;Complication of medical care with vitamins, not elsewhere classified;;1
Y57.8;Complication of medical care with other drugs and medicaments;;1
Y57.9;Complication of medical care with drug or medicament, unspecified;;1
Y58.0;Complication of medical care with BCG vaccine;;1
Y58.1;Complication of medical care with typhoid and paratyphoid vaccine;;1
Y58.2;Complication of medical care with cholera vaccine;;1
Y58.3;Complication of medical care with plague vaccine;;1
Y58.4;Complication of medical care with tetanus vaccine;;1
Y58.5;Complication of medical care with diphtheria vaccine;;1
Y58.6;Complication of medical care with pertussis vaccine, including combinations with a pertussis component;;1
Y58.8;Complication of medical care with mixed bacterial vaccines, except combinations with a pertussis component;;1
Y58.9;Complication of medical care with other and unspecified bacterial vaccines;;1
Y59.0;Complication of medical care with viral vaccines;;1
Y59.1;Complication of medical care with rickettsial vaccines;;1
Y59.2;Complication of medical care with protozoal vaccines;;1
Y59.3;Complication of medical care with immunoglobulin;;1
Y59.8;Complication of medical care with other specified vaccines and biological substances;;1
Y59.9;Complication of medical care with vaccine or biological substance, unspecified;;1
Y60.0;Unintentional cut, puncture, perforation or haemorrhage during surgical operation;;1
Y60.1;Unintentional cut, puncture, perforation or haemorrhage during infusion or transfusion;;1
Y60.2;Unintentional cut, puncture, perforation or haemorrhage during kidney dialysis or other perfusion;;1
Y60.3;Unintentional cut, puncture, perforation or haemorrhage during injection or immunization;;1
Y60.4;Unintentional cut, puncture, perforation or haemorrhage during endoscopic examination;;1
Y60.5;Unintentional cut, puncture, perforation or haemorrhage during heart catheterization;;1
Y60.6;Unintentional cut, puncture, perforation or haemorrhage during aspiration, puncture and other catheterization;;1
Y60.7;Unintentional cut, puncture, perforation or haemorrhage during administration of enema;;1
Y60.8;Unintentional cut, puncture, perforation or haemorrhage during other surgical and medical care;;1
Y60.9;Unintentional cut, puncture, perforation or haemorrhage during unspecified surgical and medical care;;1
Y61.0;Foreign object accidentally left in body during surgical operation;;1
Y61.1;Foreign object accidentally left in body during infusion or transfusion;;1
Y61.2;Foreign object accidentally left in body during kidney dialysis or other perfusion;;1
Y61.3;Foreign object accidentally left in body during injection or immunization;;1
Y61.4;Foreign object accidentally left in body during endoscopic examination;;1
Y61.5;Foreign object accidentally left in body during heart catheterization;;1
Y61.6;Foreign object accidentally left in body during aspiration, puncture and other catheterization;;1
Y61.7;Foreign object accidentally left in body during removal of catheter or packing;;1
Y61.8;Foreign object accidentally left in body during other surgical and medical care;;1
Y61.9;Foreign object accidentally left in body during unspecified surgical and medical care;;1
Y62.0;Failure of sterile precautions during surgical operation;;1
Y62.1;Failure of sterile precautions during infusion or transfusion;;1
Y62.2;Failure of sterile precautions during kidney dialysis or other perfusion;;1
